Matrícula,Nome do Aluno,E-mail,(1º Período) Ativ. Integradoras I,(1º Período) Bases Morfofuncionais,(1º Período) Bioquímica Mol. e Metab. I,(1º Período) Fund. Pesquisa Medicina I,(1º Período) Saúde e Sociedade I,(1º Período) Sociologia e Antropologia I,(2º Período) Ativ. Integradoras II,(2º Período) Biologia Molecular,(2º Período) Bioquímica Mol. e Metab. II,(2º Período) Habilidades Médicas I,(2º Período) Saúde e Sociedade II,(2º Período) Sist. Int. - Nervoso/Endócrino,(2º Período) Sist. Int. - Digestório/Reprodutor,(3º Período) Ativ. Integradoras III,(3º Período) Interação Agente Hosp. I,(3º Período) Imunologia Básica,(3º Período) Farmacologia I,(3º Período) Fund. Pesquisa Medicina II,(3º Período) Habilidades Médicas II,(3º Período) Saúde e Sociedade III,(3º Período) Sist. Int. - Cardiocirc.,(3º Período) Sist. Int. - Resp./Urinário,(3º Período) Sociologia e Antropologia II,(4º Período) Imunologia Clínica,(4º Período) Interação Agente Hosp. II,(4º Período) Farmacologia II,(4º Período) Fisiopatologia,(4º Período) Habilidades Médicas III,(4º Período) Patologia Geral,(4º Período) Saúde Mental I,(4º Período) Semiologia I,(5º Período) Medicina Legal,(5º Período) Patologia Especial,(5º Período) Saúde Mental II,(5º Período) Semiologia II,(5º Período) Semiologia Criança/Adol.,(6º Período) Dermatologia,(6º Período) Doenças Infec. e Parasitárias,(6º Período) Epidemiologia Clínica,(6º Período) Raciocínio Clínico,(6º Período) Otorrinolaringologia,(6º Período) Semiologia Ginec./Obst.,(7º Período) Clínica Criança/Adol.,(7º Período) Clínica Ginec./Obst.,(7º Período) Clínica Médica I,(7º Período) Ortopedia,(7º Período) Oftalmologia,(8º Período) Clínica Cirúrgica,(8º Período) Clínica Médica II,(8º Período) Saúde Mental III,(8º Período) Urgência e Emergência,(9º Período) Internato Clínica Médica,(9º Período) Internato Pediatria,(10º Período) Internato Cirurgia,(10º Período) Internato Ginecologia/Obstetrícia,(11º Período) Internato Saúde Mental,(11º Período) Internato Urgência e Emergência,(12º Período) Internato Saúde da Família,(12º Período) Internato Eletivo
20230402,Eduardo Almeida Lima,eduardo.almeida.lima@medicina.ficticio.edu,5.6,5.2,9.4,6.9,6.9,8.1,9.4,6.2,6.4,6.9,5.2,8.8,7.9,8.8,9.7,6.4,7.5,8.9,9.3,10.0,6.9,5.3,6.9,9.9,6.5,9.0,7.1,6.0,5.1,6.9,6.0,8.7,8.3,9.7,9.0,7.3,,,,,,,,,,,,,,,,,,,,,,,
20230403,Igor Ferreira Santos,igor.ferreira.santos@medicina.ficticio.edu,5.1,8.7,5.6,7.3,9.9,6.0,6.2,6.6,8.0,9.0,8.0,9.1,7.3,9.8,7.6,8.3,6.0,6.4,7.8,7.7,8.7,9.0,9.2,8.3,5.4,6.6,8.0,7.3,5.4,7.0,9.6,5.8,5.2,9.3,6.7,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230404,Sofia Alves Carvalho,sofia.alves.carvalho@medicina.ficticio.edu,9.9,6.8,6.5,7.6,7.9,6.9,5.9,6.5,6.1,9.9,9.2,6.8,10.0,6.6,5.2,9.5,8.9,6.1,9.8,9.3,6.1,7.3,9.9,7.7,7.2,6.5,8.3,8.1,5.1,6.7,9.8,5.8,6.9,8.0,5.5,5.7,,,,,,,,,,,,,,,,,,,,,,,
20230405,Helena Rodrigues Martins,helena.rodrigues.martins@medicina.ficticio.edu,6.8,7.7,9.7,8.9,8.2,8.2,9.0,5.2,5.0,8.9,7.4,6.9,9.3,6.0,6.0,7.5,9.3,8.8,7.2,8.1,9.5,5.5,5.7,9.7,9.7,9.9,7.6,8.8,8.7,5.6,10.0,9.6,5.7,6.7,7.2,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230406,Yasmin Martins Costa,yasmin.martins.costa@medicina.ficticio.edu,10.0,7.7,5.7,5.3,9.8,9.6,6.0,9.6,8.2,9.7,6.9,6.0,5.9,9.6,6.3,5.0,8.9,8.4,8.5,5.9,9.5,7.6,8.6,6.9,9.0,8.0,7.9,7.8,7.1,5.4,5.2,9.5,5.6,7.0,8.8,9.4,,,,,,,,,,,,,,,,,,,,,,,
20230407,Rafael Ferreira Souza,rafael.ferreira.souza@medicina.ficticio.edu,9.8,9.8,9.8,7.8,9.6,8.3,6.6,5.3,5.6,8.4,5.8,7.5,6.9,7.3,6.8,7.6,7.2,5.9,9.4,6.6,9.7,8.3,7.0,9.9,5.7,7.0,8.0,5.1,9.0,5.0,7.6,8.0,6.0,5.4,9.0,9.8,,,,,,,,,,,,,,,,,,,,,,,
20230408,Ursula Martins Rodrigues,ursula.martins.rodrigues@medicina.ficticio.edu,7.2,6.8,6.6,9.0,5.2,9.9,7.2,5.2,7.5,7.9,7.9,8.4,6.8,7.8,7.5,7.1,9.5,5.8,9.3,7.5,5.4,5.2,7.9,7.7,7.9,5.6,5.9,7.7,7.5,5.2,9.8,5.1,6.2,8.7,6.1,8.6,,,,,,,,,,,,,,,,,,,,,,,
20230409,Gabriel Oliveira Ribeiro,gabriel.oliveira.ribeiro@medicina.ficticio.edu,8.6,7.1,6.0,6.6,8.2,8.8,5.6,8.4,8.4,6.4,6.4,7.7,8.4,7.3,5.6,9.0,8.4,6.7,5.4,8.1,8.4,6.7,9.2,7.9,7.3,5.3,5.8,8.4,8.1,5.6,5.3,7.8,5.2,9.7,5.5,6.8,,,,,,,,,,,,,,,,,,,,,,,
20230410,Igor Costa Silva,igor.costa.silva@medicina.ficticio.edu,8.5,9.4,6.7,5.9,8.9,5.8,6.9,9.5,9.3,8.6,8.9,8.3,8.9,5.0,9.7,6.7,7.8,6.0,9.4,6.5,9.8,8.7,9.4,7.7,6.5,5.4,5.3,8.8,5.4,9.5,8.3,9.6,8.4,6.2,7.2,8.6,,,,,,,,,,,,,,,,,,,,,,,
20230411,Sofia Carvalho Santos,sofia.carvalho.santos@medicina.ficticio.edu,9.6,9.4,9.3,8.3,7.0,5.7,8.3,6.3,9.7,9.9,8.8,5.3,7.5,7.3,7.2,5.7,6.8,8.4,8.3,5.6,5.5,7.4,8.2,6.5,5.2,9.5,9.7,9.8,7.5,8.0,9.7,5.6,7.7,5.3,6.1,9.7,,,,,,,,,,,,,,,,,,,,,,,
20230412,Lucas Martins Carvalho,lucas.martins.carvalho@medicina.ficticio.edu,8.7,9.6,9.5,7.7,6.5,5.9,8.2,7.0,9.4,6.0,7.6,5.4,7.4,9.3,7.2,7.4,6.0,5.5,6.7,8.2,8.7,6.1,9.1,6.4,9.7,8.5,8.8,8.3,9.2,8.0,5.4,5.1,5.6,6.4,7.1,7.4,,,,,,,,,,,,,,,,,,,,,,,
20230413,Julia Almeida Lima,julia.almeida.lima@medicina.ficticio.edu,9.0,8.7,9.1,8.7,7.1,8.6,7.0,9.4,9.8,8.0,8.1,8.3,7.2,5.9,9.5,7.0,6.6,6.6,5.1,7.3,9.1,5.6,10.0,6.9,9.8,8.3,7.0,8.7,9.2,5.7,7.9,6.3,9.3,9.3,8.0,7.6,,,,,,,,,,,,,,,,,,,,,,,
20230414,Tiago Ferreira Alves,tiago.ferreira.alves@medicina.ficticio.edu,6.6,5.5,8.5,7.0,9.8,7.7,9.3,8.6,8.3,8.2,6.9,5.1,5.9,9.7,8.7,6.8,9.5,9.4,5.6,7.5,7.3,9.1,7.4,5.5,6.8,5.4,6.0,6.6,7.5,6.4,5.6,9.2,10.0,8.1,5.5,6.3,,,,,,,,,,,,,,,,,,,,,,,
20230415,Gabriel Almeida Pereira,gabriel.almeida.pereira@medicina.ficticio.edu,9.8,9.2,8.4,8.5,9.7,6.2,8.9,7.0,7.6,9.1,5.1,8.5,9.5,9.0,7.7,6.3,6.8,9.5,6.8,8.6,9.3,9.8,6.9,6.4,8.3,8.6,6.6,6.9,5.5,5.8,6.5,7.7,9.2,7.0,6.6,8.4,,,,,,,,,,,,,,,,,,,,,,,
20230416,Carlos Souza Oliveira,carlos.souza.oliveira@medicina.ficticio.edu,10.0,5.1,7.8,8.8,5.1,8.5,5.9,8.1,8.4,8.3,6.2,8.3,5.4,9.2,6.8,6.9,10.0,9.9,8.0,6.6,6.9,9.3,8.1,8.9,8.7,8.2,9.8,7.8,7.7,9.5,9.2,5.6,5.2,9.4,5.6,9.9,,,,,,,,,,,,,,,,,,,,,,,
20230417,Sofia Pereira Souza,sofia.pereira.souza@medicina.ficticio.edu,8.6,8.7,6.1,6.1,9.6,7.7,6.3,7.7,6.0,6.4,5.7,6.8,6.8,6.2,7.3,5.9,9.6,6.4,9.9,6.8,6.5,7.3,7.1,6.3,5.2,7.0,8.3,8.0,8.4,5.0,5.1,5.5,6.1,9.7,7.0,5.3,,,,,,,,,,,,,,,,,,,,,,,
20230418,Olivia Oliveira Souza,olivia.oliveira.souza@medicina.ficticio.edu,8.4,7.0,7.7,6.4,9.6,9.6,7.5,7.7,6.3,5.6,7.9,6.9,6.8,5.2,9.7,7.5,8.2,8.7,9.2,5.8,7.7,5.6,5.1,9.3,8.5,9.4,6.8,7.0,5.2,5.5,6.0,8.6,7.7,6.4,7.8,9.6,,,,,,,,,,,,,,,,,,,,,,,
20230419,Nicolas Silva Martins,nicolas.silva.martins@medicina.ficticio.edu,8.5,7.0,7.0,5.2,7.2,9.3,6.8,8.1,5.4,7.4,8.9,5.9,7.6,7.8,6.5,6.5,9.4,6.1,6.1,5.5,5.8,5.8,7.2,8.8,5.3,8.6,7.9,9.9,8.9,5.4,8.4,7.5,5.2,6.9,7.4,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230420,Nicolas Carvalho Rodrigues,nicolas.carvalho.rodrigues@medicina.ficticio.edu,8.7,6.3,6.9,9.0,6.6,8.6,5.0,6.4,8.2,8.5,6.0,5.9,8.1,5.5,8.8,8.2,7.9,9.2,6.5,7.9,6.7,6.7,8.0,5.9,8.3,6.3,8.9,5.1,7.5,7.1,6.9,8.6,7.6,7.8,9.6,9.7,,,,,,,,,,,,,,,,,,,,,,,
20230421,Helena Lima Ferreira,helena.lima.ferreira@medicina.ficticio.edu,7.5,7.7,7.6,7.7,9.1,7.1,9.3,9.3,7.7,8.4,8.6,5.5,6.8,5.9,8.0,9.8,8.6,8.9,9.8,6.2,7.2,5.3,6.3,9.3,9.5,8.6,6.9,7.4,6.1,8.6,6.8,6.3,6.2,9.3,9.6,9.2,,,,,,,,,,,,,,,,,,,,,,,
20230422,Yasmin Pereira Martins,yasmin.pereira.martins@medicina.ficticio.edu,6.1,6.5,9.4,8.3,7.2,5.3,7.3,7.8,5.9,5.4,8.2,6.8,8.3,6.6,6.7,7.7,5.2,8.2,8.2,8.8,9.2,6.2,7.3,8.0,8.1,6.7,9.2,5.5,9.2,5.7,8.6,8.1,7.8,5.5,5.2,8.7,,,,,,,,,,,,,,,,,,,,,,,
20230423,Sofia Silva Ribeiro,sofia.silva.ribeiro@medicina.ficticio.edu,7.4,5.1,8.6,6.3,5.2,8.3,8.3,5.2,5.2,8.3,7.7,7.4,7.6,8.1,9.5,9.6,6.0,9.3,7.5,7.5,7.4,6.9,7.9,6.9,6.5,6.8,6.6,7.5,6.8,9.5,5.8,5.8,6.2,7.1,9.8,9.2,,,,,,,,,,,,,,,,,,,,,,,
20230424,Helena Pereira Martins,helena.pereira.martins@medicina.ficticio.edu,7.0,5.7,9.3,6.4,5.5,5.0,6.9,8.4,5.7,9.9,7.2,9.6,5.9,5.5,7.8,9.1,9.3,10.0,9.5,9.8,6.9,5.4,8.9,9.5,8.4,6.8,5.3,9.8,7.8,7.6,6.6,8.5,6.6,9.8,8.0,6.5,,,,,,,,,,,,,,,,,,,,,,,
20230425,Tiago Alves Gomes,tiago.alves.gomes@medicina.ficticio.edu,5.9,7.9,8.5,7.7,8.6,8.3,8.1,8.8,9.1,9.0,9.0,5.7,5.9,9.0,9.2,6.7,6.8,7.0,9.8,5.6,8.4,6.0,5.2,9.4,8.6,6.7,8.7,6.1,5.1,6.4,8.0,9.3,7.1,5.9,9.6,7.7,,,,,,,,,,,,,,,,,,,,,,,
20230426,Mariana Carvalho Silva,mariana.carvalho.silva@medicina.ficticio.edu,9.0,9.1,9.9,9.7,8.2,5.6,9.5,8.0,6.7,9.5,6.2,5.6,9.3,7.2,7.7,5.9,7.5,9.1,7.1,9.9,8.8,9.5,8.4,7.0,7.5,7.3,7.1,6.8,8.0,5.9,6.6,9.9,9.1,9.2,8.9,6.6,,,,,,,,,,,,,,,,,,,,,,,
20230427,Rafael Costa Rodrigues,rafael.costa.rodrigues@medicina.ficticio.edu,8.8,9.5,6.3,8.7,8.1,9.5,9.6,7.9,7.7,7.5,7.4,6.5,9.2,8.5,9.9,5.3,8.1,8.0,5.6,8.7,8.8,6.4,9.9,7.2,6.5,8.6,5.9,7.7,6.7,6.0,6.8,8.9,6.4,8.7,9.9,7.3,,,,,,,,,,,,,,,,,,,,,,,
20230428,Gabriel Pereira Martins,gabriel.pereira.martins@medicina.ficticio.edu,6.9,5.8,6.3,9.1,7.1,5.5,8.0,8.4,6.9,6.9,6.5,8.4,7.9,7.1,8.6,6.8,7.2,7.9,6.9,9.2,7.8,9.9,7.2,7.8,8.7,5.6,8.8,6.6,9.8,5.3,6.1,7.9,5.1,5.2,5.6,5.0,,,,,,,,,,,,,,,,,,,,,,,
20230429,Quintino Lima Martins,quintino.lima.martins@medicina.ficticio.edu,9.6,9.8,6.2,7.2,8.0,7.6,6.1,6.3,8.5,9.1,9.5,7.9,7.5,7.4,7.7,6.9,10.0,5.3,8.3,9.6,7.0,7.9,5.9,5.4,10.0,8.4,6.3,5.7,8.5,9.2,7.2,6.3,7.9,8.4,8.0,6.4,,,,,,,,,,,,,,,,,,,,,,,
20230430,Helena Pereira Souza,helena.pereira.souza@medicina.ficticio.edu,5.1,9.3,5.3,6.8,9.4,5.6,8.4,5.2,7.2,6.8,9.1,9.3,8.4,9.4,6.9,8.1,9.3,6.1,7.9,8.5,9.1,8.0,5.1,9.5,8.1,9.1,9.1,7.8,6.1,6.4,7.0,9.5,9.2,10.0,8.6,7.3,,,,,,,,,,,,,,,,,,,,,,,
20230431,Julia Almeida Souza,julia.almeida.souza@medicina.ficticio.edu,9.3,7.1,6.9,9.7,8.7,5.4,6.3,6.2,5.8,10.0,9.2,8.4,9.6,9.9,5.9,6.4,8.2,5.4,6.3,5.5,6.5,9.4,7.4,10.0,8.8,9.4,8.7,8.8,6.5,7.1,6.9,9.2,8.1,5.4,5.8,7.3,,,,,,,,,,,,,,,,,,,,,,,
20230432,Ana Santos Lima,ana.santos.lima@medicina.ficticio.edu,5.7,7.6,6.0,8.2,5.8,7.3,8.1,7.3,9.6,5.3,8.4,9.0,8.3,5.0,5.1,9.2,6.7,6.4,8.2,7.2,6.7,6.2,9.2,8.3,6.2,5.1,9.0,8.8,6.7,6.1,8.7,7.7,7.9,7.8,8.6,5.0,,,,,,,,,,,,,,,,,,,,,,,
20230433,Yasmin Silva Carvalho,yasmin.silva.carvalho@medicina.ficticio.edu,6.8,6.3,5.8,8.2,7.5,7.2,8.4,6.3,8.1,9.2,7.1,5.6,7.1,7.7,6.6,9.1,9.1,6.8,7.0,6.3,9.6,5.4,8.5,9.2,8.7,6.2,8.8,9.6,8.3,9.2,5.1,5.6,7.1,7.9,8.6,8.3,,,,,,,,,,,,,,,,,,,,,,,
20230434,Zeca Martins Martins,zeca.martins.martins@medicina.ficticio.edu,9.4,5.7,9.6,6.2,9.1,8.2,5.8,7.5,6.6,6.8,9.5,9.4,8.0,8.5,5.5,9.6,8.6,8.8,6.8,8.8,5.9,9.0,7.9,6.0,9.2,9.1,5.5,5.8,7.4,5.3,6.6,9.6,5.3,7.8,6.4,5.8,,,,,,,,,,,,,,,,,,,,,,,
20230435,Eduardo Lima Martins,eduardo.lima.martins@medicina.ficticio.edu,8.4,6.7,6.6,9.9,6.7,8.1,10.0,6.2,6.0,8.1,6.6,7.0,7.7,9.1,5.8,8.9,8.7,5.1,5.6,7.4,7.0,9.6,9.0,7.2,8.8,7.4,9.9,8.7,5.1,6.9,7.5,9.6,7.7,6.8,5.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
20230436,Daniela Pereira Martins,daniela.pereira.martins@medicina.ficticio.edu,5.8,6.3,9.2,7.5,8.2,7.5,8.6,9.2,8.4,7.8,9.1,5.4,5.8,7.9,5.7,7.5,6.2,7.8,6.6,6.2,6.4,8.6,5.6,9.6,8.5,5.5,5.1,7.9,9.2,8.6,5.3,6.5,8.7,8.8,6.0,5.9,,,,,,,,,,,,,,,,,,,,,,,
20230437,Daniela Ferreira Souza,daniela.ferreira.souza@medicina.ficticio.edu,8.7,7.9,6.4,9.9,8.7,7.8,9.1,6.3,8.0,5.5,5.8,8.5,6.2,7.3,5.9,9.3,8.5,6.0,9.3,8.9,7.4,5.2,9.4,7.0,5.8,8.0,7.9,9.0,9.2,7.7,9.6,8.3,5.4,9.4,6.8,9.8,,,,,,,,,,,,,,,,,,,,,,,
20230438,Rafael Lima Lima,rafael.lima.lima@medicina.ficticio.edu,7.2,8.4,9.4,9.1,8.6,9.5,6.5,5.6,9.2,7.4,5.6,7.8,5.5,8.6,7.5,6.1,7.6,8.2,9.1,5.3,7.8,8.3,7.9,5.8,8.9,5.6,6.4,6.7,7.5,7.0,7.5,6.1,6.9,6.0,8.1,8.8,,,,,,,,,,,,,,,,,,,,,,,
20230439,Zeca Souza Alves,zeca.souza.alves@medicina.ficticio.edu,5.1,8.5,8.3,9.4,6.3,7.2,6.6,7.7,9.9,6.7,6.6,9.0,6.8,9.5,5.8,5.7,9.9,9.6,8.4,5.5,6.6,8.1,6.0,9.6,9.1,9.7,9.4,8.1,8.4,5.8,5.2,7.2,7.9,6.4,6.6,7.7,,,,,,,,,,,,,,,,,,,,,,,
20230440,Sofia Costa Gomes,sofia.costa.gomes@medicina.ficticio.edu,9.3,9.7,8.8,5.7,9.5,8.5,9.8,6.4,9.9,7.3,8.8,8.1,5.7,8.9,5.1,10.0,6.5,7.9,7.0,5.7,5.1,6.0,8.4,5.4,9.5,7.7,8.2,8.6,7.8,8.0,6.3,5.6,7.4,8.0,8.7,9.4,,,,,,,,,,,,,,,,,,,,,,,
20230441,Lucas Ribeiro Ribeiro,lucas.ribeiro.ribeiro@medicina.ficticio.edu,6.3,7.9,8.9,7.2,8.7,7.0,5.0,9.4,6.3,8.8,8.6,9.3,5.8,5.2,6.9,6.1,6.4,9.5,8.7,9.6,7.2,8.2,9.3,5.3,7.8,8.4,8.7,9.9,9.1,7.0,6.8,8.1,9.7,5.9,7.2,9.0,,,,,,,,,,,,,,,,,,,,,,,
20230442,Yasmin Lima Ribeiro,yasmin.lima.ribeiro@medicina.ficticio.edu,6.7,5.1,7.3,5.7,8.0,7.2,9.2,9.1,9.1,5.2,5.2,5.5,7.9,6.9,8.3,7.6,8.7,6.2,9.6,9.6,5.3,6.6,5.9,8.0,5.2,8.1,7.6,9.2,8.4,8.1,6.9,6.0,5.6,8.7,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,
20230443,Ursula Ribeiro Souza,ursula.ribeiro.souza@medicina.ficticio.edu,6.9,6.6,7.2,5.5,8.0,5.4,6.8,8.4,8.5,5.6,8.3,7.3,5.7,5.3,7.8,7.7,9.4,5.2,8.4,5.9,7.0,8.3,8.6,8.5,6.1,6.6,6.9,7.5,6.9,8.0,6.7,6.1,7.2,8.7,6.5,9.4,,,,,,,,,,,,,,,,,,,,,,,
20230444,Vitor Alves Alves,vitor.alves.alves@medicina.ficticio.edu,5.9,7.0,5.9,7.2,7.3,5.9,9.9,8.2,5.3,6.5,8.7,8.9,10.0,5.8,9.4,5.4,7.0,5.6,8.6,9.4,7.1,8.6,5.1,8.7,7.0,7.3,5.7,6.5,9.1,6.8,5.8,7.8,9.5,6.4,7.0,6.1,,,,,,,,,,,,,,,,,,,,,,,
20230445,Ursula Pereira Silva,ursula.pereira.silva@medicina.ficticio.edu,7.9,7.7,9.2,6.7,9.4,5.1,6.9,8.4,8.7,9.8,5.3,9.2,7.9,7.7,8.3,10.0,6.7,7.3,9.3,7.9,5.2,9.1,5.4,6.0,8.1,8.8,8.5,7.8,7.8,5.7,8.4,8.0,5.6,5.6,7.3,6.6,,,,,,,,,,,,,,,,,,,,,,,
20230446,Yasmin Souza Santos,yasmin.souza.santos@medicina.ficticio.edu,9.1,6.3,5.1,7.6,7.9,9.7,9.8,5.5,5.9,6.9,7.1,8.6,8.4,5.3,8.6,9.4,5.9,6.1,8.3,6.0,8.1,7.5,6.0,8.8,9.1,7.7,9.9,6.0,6.8,9.7,7.7,5.2,6.4,5.6,8.0,6.3,,,,,,,,,,,,,,,,,,,,,,,
20230447,Zeca Ferreira Ferreira,zeca.ferreira.ferreira@medicina.ficticio.edu,9.6,8.6,7.2,6.3,5.9,9.1,7.4,5.4,8.7,5.0,6.9,8.7,7.5,8.9,8.4,5.1,8.9,8.6,5.7,8.8,5.2,5.6,5.7,6.3,6.8,6.6,7.2,8.7,6.6,5.3,7.5,7.4,5.4,6.9,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,
20230448,Carlos Gomes Carvalho,carlos.gomes.carvalho@medicina.ficticio.edu,6.4,9.4,7.6,6.0,6.5,9.7,8.4,6.4,8.0,5.6,9.5,5.4,9.6,6.8,9.0,6.6,5.4,5.1,5.2,9.8,6.9,5.7,9.0,8.4,5.5,7.6,9.3,5.1,9.5,9.5,8.2,8.5,8.9,6.0,6.2,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230449,Helena Alves Lima,helena.alves.lima@medicina.ficticio.edu,6.6,9.6,9.3,9.4,7.5,6.2,9.3,9.9,7.0,9.8,5.1,9.5,7.3,7.5,10.0,5.5,7.6,5.0,6.8,8.3,7.2,8.2,7.9,7.4,6.9,5.2,9.4,7.1,8.3,5.6,5.6,7.2,9.9,9.7,6.1,5.3,,,,,,,,,,,,,,,,,,,,,,,
20230450,Olivia Ribeiro Costa,olivia.ribeiro.costa@medicina.ficticio.edu,6.5,5.9,5.5,9.7,7.5,5.6,8.5,5.2,5.2,7.3,9.9,7.8,9.0,5.5,7.2,6.6,6.8,8.4,7.0,8.4,9.5,9.9,7.4,5.3,8.3,9.4,5.1,8.8,7.6,9.4,9.1,6.5,7.0,5.1,6.8,6.7,,,,,,,,,,,,,,,,,,,,,,,
20230451,Sofia Ribeiro Gomes,sofia.ribeiro.gomes@medicina.ficticio.edu,5.9,6.0,9.7,7.8,7.8,7.4,7.0,5.8,6.0,8.7,9.3,5.3,7.1,8.9,5.4,8.8,7.7,9.8,6.9,5.0,8.8,7.4,9.1,8.5,6.6,6.3,6.4,7.1,10.0,7.6,7.8,9.0,7.0,6.9,9.8,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230452,Gabriel Rodrigues Almeida,gabriel.rodrigues.almeida@medicina.ficticio.edu,7.1,9.1,6.7,9.9,6.0,5.3,5.6,7.9,9.3,6.0,6.5,7.7,9.7,8.5,8.3,9.7,5.0,9.8,6.0,6.9,7.7,7.8,7.5,5.5,5.4,5.7,5.2,5.5,8.0,9.8,5.0,8.3,9.3,5.0,5.8,6.8,,,,,,,,,,,,,,,,,,,,,,,
20230453,Lucas Ribeiro Ribeiro,lucas.ribeiro.ribeiro@medicina.ficticio.edu,7.0,5.9,7.0,7.4,5.0,9.0,9.2,7.7,5.7,9.2,6.3,8.5,7.2,6.5,7.1,9.5,8.0,7.7,6.1,8.4,5.4,7.1,6.4,9.2,6.9,5.5,6.1,5.6,7.4,9.9,9.7,8.3,9.8,6.0,8.4,6.2,,,,,,,,,,,,,,,,,,,,,,,
20230454,Yasmin Costa Silva,yasmin.costa.silva@medicina.ficticio.edu,7.6,8.8,6.0,6.6,9.3,5.0,5.7,5.1,9.4,8.2,6.2,6.0,9.7,6.1,9.3,5.6,7.9,8.8,5.7,7.4,5.8,5.2,8.7,5.5,6.7,6.6,6.9,5.6,6.2,9.0,7.7,8.9,8.8,7.2,8.9,6.7,,,,,,,,,,,,,,,,,,,,,,,
20230455,Ursula Silva Martins,ursula.silva.martins@medicina.ficticio.edu,9.5,7.2,7.8,5.2,9.9,5.1,8.9,8.2,7.5,5.8,5.7,5.6,6.9,9.8,7.9,9.9,6.3,6.6,7.8,9.8,9.8,6.8,7.8,6.6,6.0,5.7,7.9,8.6,9.8,8.6,6.2,9.1,7.1,6.2,5.8,7.8,,,,,,,,,,,,,,,,,,,,,,,
20230456,Sofia Almeida Silva,sofia.almeida.silva@medicina.ficticio.edu,5.4,7.4,8.2,8.2,5.1,7.9,6.6,9.1,6.0,5.2,7.2,9.7,5.1,9.2,5.4,7.8,7.7,8.2,7.9,5.9,5.8,5.0,5.5,8.1,9.8,8.9,8.8,7.2,8.4,8.5,9.9,6.7,7.7,5.4,6.4,5.3,,,,,,,,,,,,,,,,,,,,,,,
20230457,Yasmin Gomes Pereira,yasmin.gomes.pereira@medicina.ficticio.edu,7.2,5.7,8.8,7.5,9.1,7.9,6.3,6.0,7.5,8.4,9.6,7.6,9.3,7.8,6.0,6.3,8.0,9.0,10.0,8.9,8.2,5.8,7.3,9.2,6.2,7.5,9.4,6.0,6.9,8.5,5.6,5.5,8.0,7.4,9.4,7.6,,,,,,,,,,,,,,,,,,,,,,,
20230458,Vitor Rodrigues Ribeiro,vitor.rodrigues.ribeiro@medicina.ficticio.edu,5.1,9.5,7.7,9.2,5.4,5.6,9.3,5.3,8.2,6.9,9.5,7.5,9.6,9.7,7.9,7.2,9.6,6.3,7.5,6.6,5.3,8.8,6.7,8.3,6.2,8.5,9.3,7.0,7.4,6.5,6.1,9.4,9.9,5.0,7.9,8.0,,,,,,,,,,,,,,,,,,,,,,,
20230459,Pedro Carvalho Carvalho,pedro.carvalho.carvalho@medicina.ficticio.edu,9.5,5.1,6.6,6.9,6.8,8.9,5.4,6.2,6.2,5.6,8.7,7.3,5.2,5.1,7.4,6.7,7.8,8.8,9.8,7.3,6.5,9.0,10.0,6.4,8.7,9.7,8.5,6.3,5.3,8.5,9.6,6.4,9.2,8.7,6.3,8.6,,,,,,,,,,,,,,,,,,,,,,,
20230460,Vitor Pereira Rodrigues,vitor.pereira.rodrigues@medicina.ficticio.edu,8.3,7.8,7.6,7.9,9.6,8.3,6.8,5.2,6.6,9.8,7.4,7.8,7.7,5.3,8.2,8.2,7.2,5.6,9.0,7.9,6.2,9.2,9.0,8.9,8.2,5.4,5.4,8.3,5.4,8.8,8.2,8.5,8.2,6.7,6.8,9.0,,,,,,,,,,,,,,,,,,,,,,,
20230461,Ana Ferreira Alves,ana.ferreira.alves@medicina.ficticio.edu,6.1,5.9,9.7,6.1,5.6,7.5,5.1,6.9,8.4,6.8,6.9,9.9,7.1,9.3,5.1,9.2,8.1,8.2,6.4,6.7,6.4,7.1,7.7,8.2,10.0,8.0,7.6,6.3,8.4,5.3,9.9,5.8,5.8,9.0,9.3,6.7,,,,,,,,,,,,,,,,,,,,,,,
20230462,Eduardo Lima Gomes,eduardo.lima.gomes@medicina.ficticio.edu,7.0,6.6,8.9,8.4,7.7,7.4,7.8,9.5,9.0,7.8,9.8,6.0,8.4,8.3,6.9,6.1,9.3,7.0,8.0,9.0,8.8,7.3,5.7,8.5,8.1,5.5,6.8,6.5,5.2,7.8,6.5,8.6,9.8,7.7,5.5,6.9,,,,,,,,,,,,,,,,,,,,,,,
20230463,Rafael Santos Silva,rafael.santos.silva@medicina.ficticio.edu,8.9,6.3,6.5,7.4,8.5,6.3,7.6,9.2,7.9,5.3,6.1,7.1,9.1,6.6,7.3,5.0,5.1,7.9,8.8,5.9,6.6,8.4,9.2,5.3,8.6,7.1,9.9,7.5,7.4,8.2,6.2,5.7,5.2,7.9,7.9,9.0,,,,,,,,,,,,,,,,,,,,,,,
